"Cluster","n","purity","gini","entropy","Method"
"1",125,0.728,0.812,1.10535472845112,"SNF_CNV_MIR_PRO"
"2",129,0.751937984496124,0.872093023255814,0.857958795190876,"SNF_CNV_MIR_PRO"
"3",64,0.984375,0.9921875,0.116115075016231,"SNF_CNV_MIR_PRO"
"4",98,0.510204081632653,0.673469387755102,1.51931233345943,"SNF_CNV_MIR_PRO"
"5",91,0.340659340659341,0.258241758241758,2.21719413028098,"SNF_CNV_MIR_PRO"
