"Cluster","n","purity","gini","entropy","Method"
"1",148,0.75,0.844594594594595,1.01137617603766,"SNF_Methylation_MIR_PRO_RNA"
"2",127,0.748031496062992,0.838582677165355,1.05291832390969,"SNF_Methylation_MIR_PRO_RNA"
"3",66,0.984848484848485,0.992424242424243,0.113274303208558,"SNF_Methylation_MIR_PRO_RNA"
"4",73,0.342465753424658,0.356164383561644,2.07784367077533,"SNF_Methylation_MIR_PRO_RNA"
"5",93,0.602150537634409,0.666666666666667,1.59212377009195,"SNF_Methylation_MIR_PRO_RNA"
