"Cluster","n","purity","gini","entropy","Method"
"1",146,0.753424657534247,0.839041095890411,1.02475797600138,"SNF_CNV_Methylation_RNA"
"2",80,0.75,0.78125,1.21014358479737,"SNF_CNV_Methylation_RNA"
"3",67,0.970149253731343,0.977611940298508,0.223493550519747,"SNF_CNV_Methylation_RNA"
"4",146,0.671232876712329,0.825342465753425,1.02455167104797,"SNF_CNV_Methylation_RNA"
"5",68,0.426470588235294,0.477941176470588,1.95788412636721,"SNF_CNV_Methylation_RNA"
