"Cluster","n","purity","gini","entropy","Method"
"1",140,0.735714285714286,0.832142857142858,1.05563446074674,"SNF_Methylation_MIR_RNA"
"2",68,0.985294117647059,0.99264705882353,0.110580844481348,"SNF_Methylation_MIR_RNA"
"3",135,0.696296296296296,0.803703703703704,1.17899338543346,"SNF_Methylation_MIR_RNA"
"4",73,0.342465753424658,0.342465753424658,2.08449593649486,"SNF_Methylation_MIR_RNA"
"5",91,0.626373626373626,0.714285714285714,1.4722593551717,"SNF_Methylation_MIR_RNA"
