"Cluster","n","purity","gini","entropy","Method"
"1",106,0.613207547169811,0.773584905660377,1.21773999277412,"SNF_CNV_Methylation_MIR"
"2",65,1,1,-1.44269516018595e-10,"SNF_CNV_Methylation_MIR"
"3",132,0.810606060606061,0.897727272727273,0.776372205787509,"SNF_CNV_Methylation_MIR"
"4",86,0.395348837209302,0.331395348837209,2.1442556331874,"SNF_CNV_Methylation_MIR"
"5",118,0.627118644067797,0.716101694915254,1.44538920287007,"SNF_CNV_Methylation_MIR"
