"Cluster","n","purity","gini","entropy","Method"
"1",92,0.619565217391304,0.777173913043479,1.20980157877185,"SNF_Methylation_MIR"
"2",157,0.579617834394904,0.745222929936306,1.29503382801153,"SNF_Methylation_MIR"
"3",70,0.957142857142857,0.971428571428572,0.294597648502576,"SNF_Methylation_MIR"
"4",112,0.8125,0.825892857142857,1.01504565998749,"SNF_Methylation_MIR"
"5",76,0.289473684210526,0.282894736842105,2.11233558289718,"SNF_Methylation_MIR"
