"Cluster","n","purity","gini","entropy","Method"
"1",52,0.538461538461538,0.759615384615385,1.11105774065205,"SNF_MIR_PRO_RNA"
"2",80,0.975,0.9875,0.168660931208131,"SNF_MIR_PRO_RNA"
"3",141,0.730496453900709,0.819148936170213,1.13174441435193,"SNF_MIR_PRO_RNA"
"4",105,0.514285714285714,0.561904761904762,1.82474321050605,"SNF_MIR_PRO_RNA"
"5",129,0.705426356589147,0.802325581395349,1.17809165225114,"SNF_MIR_PRO_RNA"
