"Cluster","n","purity","gini","entropy","Method"
"1",131,0.725190839694656,0.820610687022901,1.09230517407549,"SNF_Methylation_MIR_PRO"
"2",137,0.722627737226277,0.806569343065694,1.16235504394297,"SNF_Methylation_MIR_PRO"
"3",66,0.96969696969697,0.984848484848485,0.195909270585066,"SNF_Methylation_MIR_PRO"
"4",101,0.534653465346535,0.653465346534653,1.60139261014943,"SNF_Methylation_MIR_PRO"
"5",72,0.291666666666667,0.284722222222222,2.14708072233806,"SNF_Methylation_MIR_PRO"
