"Cluster","n","purity","gini","entropy","Method"
"1",153,0.673202614379085,0.758169934640523,1.27569495016586,"SNF_CNV_MIR"
"2",73,0.931506849315068,0.938356164383562,0.464516706179335,"SNF_CNV_MIR"
"3",165,0.672727272727273,0.815151515151515,1.08719596501013,"SNF_CNV_MIR"
"4",94,0.436170212765957,0.372340425531915,2.09107687068242,"SNF_CNV_MIR"
"5",22,0.454545454545455,0.659090909090909,1.43654555165822,"SNF_CNV_MIR"
