"Cluster","n","purity","gini","entropy","Method"
"1",125,0.776,0.836,0.990579316532372,"SNF_CNV_PRO_RNA"
"2",63,0.984126984126984,0.992063492063492,0.117594665370326,"SNF_CNV_PRO_RNA"
"3",139,0.726618705035971,0.848920863309353,0.975025494081645,"SNF_CNV_PRO_RNA"
"4",88,0.545454545454545,0.6875,1.48604200818176,"SNF_CNV_PRO_RNA"
"5",92,0.315217391304348,0.266304347826087,2.21159961707098,"SNF_CNV_PRO_RNA"
