"Cluster","n","purity","gini","entropy","Method"
"1",103,0.543689320388349,0.766990291262136,1.06227018098489,"SNF_Methylation_RNA"
"2",72,0.958333333333333,0.972222222222222,0.288144618819314,"SNF_Methylation_RNA"
"3",116,0.810344827586207,0.818965517241379,1.03543302395069,"SNF_Methylation_RNA"
"4",64,0.265625,0.25,2.13448130952568,"SNF_Methylation_RNA"
"5",152,0.625,0.740131578947369,1.31523880252042,"SNF_Methylation_RNA"
