"Cluster","n","purity","gini","entropy","Method"
"1",150,0.76,0.85,0.989747028821906,"SNF_Methylation_PRO_RNA"
"2",134,0.73134328358209,0.82089552238806,1.10454066345604,"SNF_Methylation_PRO_RNA"
"3",67,0.955223880597015,0.970149253731343,0.304895160174218,"SNF_Methylation_PRO_RNA"
"4",86,0.627906976744186,0.674418604651163,1.56313746212778,"SNF_Methylation_PRO_RNA"
"5",70,0.342857142857143,0.364285714285714,2.07392602883471,"SNF_Methylation_PRO_RNA"
