"Cluster","n","purity","gini","entropy","Method"
"1",125,0.768,0.832,1.01168735298876,"SNF_CNV_Methylation_PRO_RNA"
"2",68,0.985294117647059,0.99264705882353,0.110580844481348,"SNF_CNV_Methylation_PRO_RNA"
"3",120,0.608333333333333,0.729166666666667,1.42042437370317,"SNF_CNV_Methylation_PRO_RNA"
"4",111,0.675675675675676,0.815315315315315,1.10147632262569,"SNF_CNV_Methylation_PRO_RNA"
"5",83,0.325301204819277,0.246987951807229,2.2295496242016,"SNF_CNV_Methylation_PRO_RNA"
