"Cluster","n","purity","gini","entropy","Method"
"1",134,0.723880597014925,0.798507462686567,1.12491772815068,"SNF_CNV_Methylation_PRO"
"2",69,0.971014492753623,0.978260869565218,0.21826393807477,"SNF_CNV_Methylation_PRO"
"3",136,0.727941176470588,0.841911764705882,1.00826202209451,"SNF_CNV_Methylation_PRO"
"4",84,0.523809523809524,0.714285714285714,1.36624870597315,"SNF_CNV_Methylation_PRO"
"5",84,0.333333333333333,0.267857142857143,2.21009943768209,"SNF_CNV_Methylation_PRO"
