"Cluster","n","purity","gini","entropy","Method"
"1",107,0.775700934579439,0.873831775700935,0.889861133797196,"SNF_CNV_RNA"
"2",120,0.375,0.4875,1.85287176602755,"SNF_CNV_RNA"
"3",72,0.958333333333333,0.972222222222222,0.288144618819314,"SNF_CNV_RNA"
"4",76,0.618421052631579,0.625,1.64465804183987,"SNF_CNV_RNA"
"5",132,0.696969696969697,0.840909090909091,0.971750592652149,"SNF_CNV_RNA"
