"Cluster","n","purity","gini","entropy","Method"
"1",125,0.752,0.824,1.05141853687333,"SNF_CNV_Methylation_MIR_PRO"
"2",66,0.984848484848485,0.992424242424243,0.113274303208558,"SNF_CNV_Methylation_MIR_PRO"
"3",104,0.538461538461538,0.711538461538462,1.40242003833074,"SNF_CNV_Methylation_MIR_PRO"
"4",131,0.755725190839695,0.866412213740458,0.899735800531846,"SNF_CNV_Methylation_MIR_PRO"
"5",81,0.283950617283951,0.228395061728395,2.23957580795326,"SNF_CNV_Methylation_MIR_PRO"
